Title,Company,Job Type,Location,Link
Security Guard,Global Academic Foundation Hosting University of Hertfordshire UH -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-University-Egypt-52138
Sales Executive,Confidential -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OHFU4CBPZpB8-Sales-Executive-Cairo-Egypt
Admin Representative,B. G. Karim for Medical Supplies  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/B--G--Karim-for-Medical-Supplies-Egypt-14455
Audio Visual Pre-Sales Engineer,Specialized Seamless Services  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Specialized-Seamless-Services--Egypt-123563
Planner,Specialized Seamless Services  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Specialized-Seamless-Services--Egypt-123563
Software Tester -Full Time Remotely,Confidential -,Full TimeRemote,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0dq6qqJw3653-Software-Tester--Full-Time-Remotely-Alexandria-Egypt
Head Of Operations,tasahel -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/tasahel-Egypt-89306
Sales Account Manager,Speed For Trading -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Speed for trading-Egypt-125294
Customs Clearance Agent - Night Shifts,DHL Express Egypt -,Full TimeShift BasedOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/DHL-Express-Egypt-Egypt-6846
Medical Representative,B. G. Karim for Medical Supplies  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/B--G--Karim-for-Medical-Supplies-Egypt-14455
Site Engineer,Dewan for Real Estate  -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dewan for Real Estate-Egypt-97503
Senior internal audit,Confidential -,Full TimeOn-site,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Ib6YbyXcFqZS-Senior-internal-audit-Alexandria-Egypt
Junior Sales - Real Estate,BrokMark -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/BrokMark-Egypt-118525
Executive Assistant,Confidential -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yOqPyee76rX2-Executive-Assistant-Cairo-Egypt
Frontend Developer (React js) - Full Time On-site,Confidential -,Full TimeOn-site,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wfWN175WFBN2-Frontend-Developer-React-js---Full-Time-On-site-Alexandria-Egypt
Science Teacher for primary stage,Confidential -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IuZu0cnp6DX9-Science-Teacher-for-primary-stage-Cairo-Egypt
Receptionist & Admin,Capital Guard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Capital Guard-Egypt-93485
Human Resources Generalist,Green Line For Glass Metal Architecture -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Green-Line-For-Glass-Metal-Architecture-Egypt-47527
Sales Director,Midea Group -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266
Oracle Database Developer - Full Time Remotely,Confidential -,Full TimeRemote,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OK51PTD5i2ZJ-Oracle-Database-Developer---Full-Time-Remotely-Alexandria-Egypt
Warehouse Specialist,Shiny White Dental Center  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shiny-white-dental-center-Egypt-30357
Training Coordinator,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/R5VQ9QlYHPx0-Training-Coordinator-Giza-Egypt
Corporate Lawyer,MY WAY -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MY-WAY-Egypt-8492
English Nursery Teacher,Cloud9 Academy -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Cloud9 Academy-Egypt-125613
Sushi Head Chef,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m3C7AD3Rxh1b-Sushi-Head-Chef-Cairo-Egypt
Safety Officer,Turnkey trading & Contracting -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Turnkey trading & Contracting-Egypt-125634
Production Engineer,American Mattress -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Sales Development Representative - Remote,CASA One Residential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CASA One Residential-United States-124562
Senior Sales Representative,Apex Furniture -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Apex-Furniture-Egypt-38221
Copywriter,Golf Aviation Academy  -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Golf Aviation Academy-Egypt-105826
Lead Management Specialist - Remote,CASA One Residential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CASA One Residential-United States-124562
Production Engineer,FUTEC -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FUTEC-Egypt-52605
Geotechnical Design Engineer,Menard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Menard-Egypt-66461
Chemical Lab Quality Engineer,FUTEC -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FUTEC-Egypt-52605
Animator 2D,Casual Dining Group  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Casual Dining Group-Egypt-93963
Electrical Site Engineer,Conserv -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Conserv-Egypt-20639
Accountant,Al Ahly Medical Company -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Mechanical Site Engineer,Conserv -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Conserv-Egypt-20639
Pharmacy Area Manager,Al Ahly Medical Company -,Full TimeOn-site,"Giza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Mechanical Engineer,Confidential -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Tq4oobmJ8BEF-Mechanical-Engineer-Alexandria-Egypt
Cost Management Engineer,Talaat Moustafa Group -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106
Sales Engineering Manager Air Outlets,MG  -,Full TimeHybrid,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Saiver-Egypt-Engineering-Industries-Egypt-28054
Quality Assurance Specialist,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/q6ug3YSjdhti-Quality-Assurance-Specialist-Cairo-Egypt
business developer,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/U5Ts8x9DdTPc-business-developer-Cairo-Egypt
Italian Chat support agents,VXI -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VXI-Egypt-98815
Customer service &Confirmation agent,CODPARTNER -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CODPARTNER-Morocco-73191
HR Manager ( Yafel Development Egypt ),Horizon Trade -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-39683
Medical Representative and Sales Rep. -Dokki- October,dkt Egypt -,Full TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/dkt-egypt-Egypt-34523
Mid - Senior Backend Developer (Node.js),TXG  -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TXG-Lithuania-125604
Administrative Affairs Manager,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xHlvXjMvGBB1-Administrative-Affairs-Manager-Giza-Egypt
IT Help Desk,Top Chef -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Top-Chef-Egypt-82636
Head Of Admin ( Yafel Development Egypt ),Horizon Trade -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-39683
Maintenance Engineer,Alahram Cookware -,Full TimeOn-site,"Agami, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alahram-Cookware-Egypt-54241
Maintenance Engineer,Serioplast -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Serioplast-Egypt-26614
Digital Construction Team Leader,Confidential -,Full TimeOn-site,"Shorouk City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vl8PYyV2yEuB-Digital-Construction-Team-Leader-Cairo-Egypt
Contract Manager,COLAS RAIL Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
Operations Executive (Hygiene & Maintenance) (New Cairo - Layan Compound),Trillium Preschool -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Trillium-Preschool-Egypt-27977
Preschool English Teacher- Shorouk,Trillium Preschool -,Full TimeOn-site,"Shorouk City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Trillium-Preschool-Egypt-27977
Preschool Montessori English Teacher (New Cairo),Trillium Preschool -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Trillium-Preschool-Egypt-27977
Account Manager,Notch Media -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Notch Media-Egypt-125628
Production Engineer,Haier Electric Egypt  -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Haier Electric Egypt-Egypt-97987
Finance Controller,Olam SVI -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Call Center Agent,CODPARTNER -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CODPARTNER-Morocco-73191
Back-end Team Lead,E-Jawdah -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/jawdah-Egypt-21465
planning officer,Olam SVI -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Product Development Engineer,Arcelormittal Egypt -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arcelormittal-Egypt-Egypt-72987
Receptionist,Tag clinics -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tag clinics-Egypt-125589
Assistant Human Resources,International Tourism Investment -,Full TimeOn-site,"Agouza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/International Tourism Investment-Egypt-125610
Office Coordinator,CID Consulting   -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CID-Consulting-Egypt-124952
Quality Control Supervisor,Olam SVI -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Supply Chain Project Manager,Arcelormittal Egypt -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arcelormittal-Egypt-Egypt-72987
Import/Export Coordinator/supervisor,Man Trade for Import and Export  -,Full TimeOn-site,"Bab Sharq, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Man-trade-for-import-and-export-Egypt-33657
Medical Sales Specialist,Shifa Egypt -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shifa-Egypt-Egypt-48388
Stock Controller,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Tendering Engineer,Scib Paints -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SCIB-Paintings-Egypt-31840
Senior Accountant,Arcelormittal Egypt -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Arcelormittal-Egypt-Egypt-72987
SEO Marketing Specialist,Procrew -,Full TimeOn-site,"San Stefano, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
Medical Manager /Dentist,Shiny White Dental Center  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shiny-white-dental-center-Egypt-30357
Senior HVAC Design Engineer,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HANNgpmYyE5q-Senior-HVAC-Design-Engineer-Cairo-Egypt
Warehouse and Logistics Officer,Olam SVI -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Telesales Representative,We add -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125431
HSE Officer,IRSC -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IRSC-Egypt-24980
KG Music Teacher - September 2025,Egypt Education Platform -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
IT Technician,Egypt Education Platform -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
Co-Manufacturing Manager,Olam SVI -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Human Resource Administrative Assistant,We add -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125431
Structural Design Engineer,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YZCgOG2yoBSU-Structural-Design-Engineer-Cairo-Egypt
Marketing Specialist,Alternative Option -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-123681
Office Secretary,Nile Palace  -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nile Palace-Egypt-98576
Brand Manager,Elite Fancy Food -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elite Fancy Food-Saudi Arabia-117468
Sales Representative Sports & Nutritional Supplements,Elite Fancy Food -,Full TimeOn-site,"Jeddah, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elite Fancy Food-Saudi Arabia-117468
IT Business Partner,British University of Egypt -,Full TimeOn-site,"Shorouk City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/British-University-of-Egypt-Egypt-70684
Senior Digital Marketing Specialist,WUZZUF -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061
Accountant Intern,Olam SVI -,InternshipOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Receptionist,Clinica Joelle  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Clinica-Joelle-Egypt-32629
Sr GL Accountant,Ascom -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ascom-Egypt-10423
Sales Agent,We add -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125431
Sales Supervisor - (Bni swief ),OPPO Egypt  -,Full TimeOn-site,"Beni Suef, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
Full Stack Developer,Babeleye -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Babeleye-Egypt-38516
Projects Sales Engineer,Scib Paints -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SCIB-Paintings-Egypt-31840
Data Governance Senior Analyst,Tasaheel Finance  -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tasaheel-Finance-Egypt-75247
Senior Electrical Desing Engineer,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/LxotabQXmdSj-Senior-Electrical-Desing-Engineer-Cairo-Egypt
Automotive Service Center Manager,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JXGPqsSi4URf-Automotive-Service-Center-Manager-Giza-Egypt
Cost Control Manager -F&B Strong Background,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Qpmswkl3N5J9-Cost-Control-Manager--FB-Strong-Background-Cairo-Egypt
Sales Supervisor - (EL Fayom ),OPPO Egypt  -,Full TimeOn-site,"Fayoum, Fayoum, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/OPPO-Egypt-For-Trade-and-Distribution-Egypt-7132
BIM Architect,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hhpEHIWYj9r9-BIM-Architect-Cairo-Egypt
Accountant (Accounts Receivable),Farouk Systems Egypt   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Systems-Egypt-Egypt-39352
General Accountant,Farouk Systems Egypt   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Systems-Egypt-Egypt-39352
Weighing Specialist (Chemist) (Cosmetics),Farouk Systems Egypt   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Systems-Egypt-Egypt-39352
Sales Representative,Procrew -,Part TimeRemote,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
Warehouse Officer internship,Olam SVI -,InternshipOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Olam-SVI-Egypt-24893
Sales Engineer,Kama Manufacturing -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Kama-Manufacturing-Egypt-18439
Senior Electrical Maintenance Engineer,ICON Holding -,Full TimeOn-site,"Helwan, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223
Teacher,Confidential -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/D6dgZPV063n6-Teacher-Cairo-Egypt
Software Tester,Al Ateeq Software -,Full TimeOn-site,"New Nozha, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ateeq-Software-Egypt-111883
Purchasing Manager,Confidential -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mSLpPXMynZN6-Purchasing-Manager-Cairo-Egypt
Costing Accountant,Al monairy -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078
Procurement Specialist,Al monairy -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-monairy-Egypt-15078
Performance Media Buyer,Procrew -,Full TimeHybrid,"San Stefano, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
CEO Executive Assistant,Sphinx Glass -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SphinxGlass-10524
BIM Plumbing & Firefighting Engineer,Confidential -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UmOJ5zwFLHue-BIM-Plumbing-Firefighting-Engineer-Cairo-Egypt
Sales Executive - PET Recycling Plant,FlexFilms Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FlexFilms-Egypt-Egypt-29559
Recruitment Section Head,GLC Paints -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GLC-Egypt-27597
Moderator & Customer Service,Elsewedy industries -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Marketing Manager,African Queen Travel  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/African-Queen-Travel-Egypt-84449
Marketing Manager,MAI PHARMACY LLC. -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MAI PHARMACY LLC.-Egypt-125623
Debt Recovery Officer,Clyde & Co -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Clyde & Co-United Kingdom-124905
Sales Manager for fitness club,Masters Way -,Full TimePart TimeRemote,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Masters Way-Saudi Arabia-118655
Sales Executive,Mohd Bin Ghalaita Group -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mohd Bin Ghalaita Group-United Arab Emirates-125022
Senior Backend Developer (Node.js),TXG. -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TXG.-Egypt-125620
Senior Design Architect,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/06uBqd12NMlT-Senior-Design-Architect-Cairo-Egypt
Customs Clearance Data Entry Assistant (Shipments Data on Nafeza Platform),Fastn Accurate For shipping and logistics services   -,Full TimeHybrid,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fastn Accurate For shipping and logistics services-Egypt-106089
